Recency,Frequency,Monetary,Total_Quantity,Total_Revenue,Invoice_Count,Unique_Products,Average_Order_Value
52,15,4466.65,3265,4466.65,15,286,297.77666666666664
18,5,2248.6,1411,2248.6,5,270,449.71999999999997
224,1,62.5,22,62.5,1,4,62.5
30,7,1371.77,537,1371.77,7,146,195.96714285714285
149,5,1666.41,1024,1666.41,5,132,333.28200000000004
374,1,246.86,273,246.86,1,27,246.86
24,3,1946.28,1252,1946.28,3,48,648.76
51,3,498.95,189,498.95,3,95,166.31666666666666
65,2,601.97,413,601.97,2,66,300.985
63,3,635.06,329,635.06,3,70,211.68666666666664
66,2,490.6,397,490.6,2,60,245.3
63,2,913.95,404,913.95,2,40,456.975
1,31,12418.01,7386,12418.01,31,392,400.58096774193547
81,1,111.63,49,111.63,1,10,111.63
269,4,1957.54,1273,1957.54,4,203,489.385
368,1,190.47,97,190.47,1,56,190.47
185,2,1127.45,571,1127.45,2,48,563.725
151,2,347.59,192,347.59,2,38,173.795
3,3,1674.41,1031,1674.41,3,65,558.1366666666667
145,1,173.66,103,173.66,1,14,173.66
24,1,419.21999999999997,324,419.21999999999997,1,114,419.21999999999997
30,6,5808.55,6292,5808.55,6,63,968.0916666666667
228,1,184.91,139,184.91,1,14,184.91
215,1,403.39,179,403.39,1,24,403.39
17,3,1289.44,794,1289.44,3,49,429.81333333333333
7,43,28615.27,13882,28615.27,43,205,665.4713953488372
23,3,376.20000000000005,96,376.20000000000005,3,13,125.40000000000002
64,4,1462.81,869,1462.81,4,78,365.7025
224,1,146.56,386,146.56,1,21,146.56
26,1,228.52,184,228.52,1,94,228.52
212,8,4536.64,1969,4536.64,8,109,567.08
50,5,852.53,457,852.53,5,185,170.506
36,2,773.6800000000001,380,773.6800000000001,2,23,386.84000000000003
9,8,2056.3,1911,2056.3,8,94,257.0375
28,2,422.63,174,422.63,2,43,211.315
16,8,1123.59,625,1123.59,8,60,140.44875
61,6,992.46,354,992.46,6,39,165.41
253,1,244.31,193,244.31,1,15,244.31
155,3,1534.22,661,1534.22,3,76,511.4066666666667
9,2,688.95,521,688.95,2,41,344.475
71,3,593.47,407,593.47,3,40,197.82333333333335
51,2,880.96,292,880.96,2,45,440.48
78,6,1961.02,823,1961.02,6,230,326.83666666666664
1,13,3427.44,1601,3427.44,13,204,263.64923076923077
60,2,258.96,121,258.96,2,53,129.48
254,1,367.54,246,367.54,1,25,367.54
71,2,139.2,96,139.2,2,1,69.6
4,3,1085.91,888,1085.91,3,14,361.97
15,12,3965.29,1657,3965.29,12,60,330.44083333333333
15,9,1300.31,760,1300.31,9,203,144.4788888888889
54,1,411.0,96,411.0,1,7,411.0
1,11,2752.51,1841,2752.51,11,147,250.22818181818184
43,3,746.05,413,746.05,3,59,248.6833333333333
78,4,958.0699999999999,509,958.0699999999999,4,57,239.51749999999998
80,1,235.77,148,235.77,1,44,235.77
369,1,81.3,32,81.3,1,11,81.3
46,1,226.42,202,226.42,1,11,226.42
15,1,109.07,57,109.07,1,24,109.07
113,2,309.1,96,309.1,2,53,154.55
7,7,927.89,609,927.89,7,152,132.5557142857143
226,1,341.9,184,341.9,1,40,341.9
30,3,597.16,747,597.16,3,41,199.0533333333333
290,1,116.5,82,116.5,1,15,116.5
182,2,195.15,396,195.15,2,33,97.575
49,1,190.58,68,190.58,1,14,190.58
9,3,586.24,372,586.24,3,126,195.41333333333333
28,11,2814.58,868,2814.58,11,82,255.8709090909091
3,4,6579.26,2715,6579.26,4,90,1644.815
61,4,1056.42,378,1056.42,4,48,264.105
24,24,6174.47,2249,6174.47,24,122,257.26958333333334
121,2,374.05,148,374.05,2,70,187.025
36,1,2389.62,726,2389.62,1,28,2389.62
196,2,507.45,156,507.45,2,23,253.725
3,19,8385.22,6352,8385.22,19,112,441.3273684210526
45,8,2712.85,1346,2712.85,8,116,339.10625
8,2,497.25,279,497.25,2,23,248.625
71,1,579.85,374,579.85,1,34,579.85
228,1,50.480000000000004,40,50.480000000000004,1,3,50.480000000000004
2,8,2785.1,1920,2785.1,8,45,348.1375
137,7,1331.15,931,1331.15,7,39,190.16428571428574
42,4,593.5,398,593.5,4,7,148.375
4,7,1736.57,1529,1736.57,7,77,248.08142857142857
115,1,310.15,403,310.15,1,18,310.15
372,1,112.03,65,112.03,1,32,112.03
320,2,126.45,65,126.45,2,7,63.225
96,1,306.36,201,306.36,1,18,306.36
61,4,909.88,524,909.88,4,82,227.47
17,14,4962.27,2182,4962.27,14,144,354.4478571428572
18,2,1914.8,1007,1914.8,2,68,957.4
32,3,1380.91,421,1380.91,3,52,460.30333333333334
80,1,192.02,88,192.02,1,13,192.02
262,1,117.05,87,117.05,1,9,117.05
2,6,4082.76,2714,4082.76,6,164,680.46
110,1,382.81,117,382.81,1,18,382.81
26,9,5097.13,3819,5097.13,9,252,566.3477777777778
103,6,2761.2200000000003,1108,2761.2200000000003,6,119,460.2033333333334
257,2,594.62,622,594.62,2,46,297.31
228,1,140.55,53,140.55,1,10,140.55
164,1,241.45000000000002,99,241.45000000000002,1,13,241.45000000000002
8,1,406.56,384,406.56,1,20,406.56
23,4,1170.0,1524,1170.0,4,45,292.5
39,1,307.56,212,307.56,1,16,307.56
295,1,307.3,262,307.3,1,17,307.3
25,1,159.94,126,159.94,1,12,159.94
186,1,90.96,112,90.96,1,7,90.96
107,1,110.65,59,110.65,1,14,110.65
232,1,476.88,298,476.88,1,28,476.88
10,6,1781.56,1943,1781.56,6,52,296.9266666666667
242,1,303.63,127,303.63,1,19,303.63
171,1,396.91,270,396.91,1,25,396.91
38,3,633.99,110,633.99,3,23,211.33
2,11,2865.05,1627,2865.05,11,195,260.45909090909095
143,1,300.31,99,300.31,1,16,300.31
17,5,550.5699999999999,451,550.5699999999999,5,22,110.11399999999999
373,1,180.45000000000002,349,180.45000000000002,1,10,180.45000000000002
5,6,3415.38,3294,3415.38,6,175,569.23
74,2,1502.98,2,1502.98,2,1,751.49
40,3,536.15,302,536.15,3,72,178.71666666666667
75,1,110.04,93,110.04,1,9,110.04
26,2,504.14,234,504.14,2,37,252.07
257,2,686.76,232,686.76,2,18,343.38
5,3,446.59,230,446.59,3,51,148.86333333333332
23,1,170.5,74,170.5,1,28,170.5
234,1,178.85,135,178.85,1,36,178.85
5,4,888.91,392,888.91,4,110,222.2275
217,1,154.21,93,154.21,1,28,154.21
31,5,2849.52,1807,2849.52,5,107,569.904
94,3,495.76,219,495.76,3,52,165.25333333333333
130,2,184.34,61,184.34,2,40,92.17
16,5,767.47,471,767.47,5,31,153.494
2,7,1230.15,459,1230.15,7,65,175.7357142857143
121,1,157.7,94,157.7,1,9,157.7
15,6,2895.2000000000003,1429,2895.2000000000003,6,76,482.53333333333336
4,13,2698.17,1857,2698.17,13,129,207.55153846153846
217,2,385.2,152,385.2,2,10,192.6
24,10,7699.7,7546,7699.7,10,65,769.97
8,4,995.29,695,995.29,4,61,248.8225
316,3,1676.57,885,1676.57,3,67,558.8566666666667
266,1,322.69,1,322.69,1,1,322.69
134,1,94.8,58,94.8,1,7,94.8
43,1,485.86,138,485.86,1,20,485.86
164,2,297.0,180,297.0,2,1,148.5
78,5,1810.82,1594,1810.82,5,91,362.164
59,2,769.9200000000001,361,769.9200000000001,2,69,384.96000000000004
54,3,915.28,927,915.28,3,61,305.0933333333333
175,1,299.86,148,299.86,1,18,299.86
10,8,3867.2400000000002,2386,3867.2400000000002,8,129,483.40500000000003
72,1,211.8,132,211.8,1,9,211.8
66,6,3512.62,2536,3512.62,6,98,585.4366666666666
235,1,150.0,600,150.0,1,1,150.0
63,1,437.4,193,437.4,1,12,437.4
43,2,1039.55,413,1039.55,2,47,519.775
40,1,310.56,260,310.56,1,11,310.56
9,21,7832.91,6332,7832.91,21,182,372.99571428571426
53,6,1445.21,1100,1445.21,6,120,240.86833333333334
266,1,318.06,306,318.06,1,14,318.06
60,12,3295.7400000000002,2619,3295.7400000000002,12,73,274.64500000000004
59,3,901.0699999999999,263,901.0699999999999,3,19,300.3566666666666
26,4,1563.03,1167,1563.03,4,75,390.7575
110,5,5874.65,3243,5874.65,5,156,1174.9299999999998
78,5,2478.731,1617,2478.731,5,125,495.74620000000004
141,1,180.75,105,180.75,1,11,180.75
190,1,351.9,217,351.9,1,8,351.9
16,9,1254.94,959,1254.94,9,58,139.4377777777778
8,3,77.52,192,77.52,3,3,25.84
2,8,6460.32,2481,6460.32,8,13,807.54
31,13,2241.78,668,2241.78,13,53,172.4446153846154
16,4,1230.42,825,1230.42,4,56,307.605
24,4,2056.69,1581,2056.69,4,136,514.1725
49,5,1511.7,364,1511.7,5,34,302.34000000000003
129,5,726.89,267,726.89,5,73,145.378
119,3,816.6,662,816.6,3,34,272.2
269,1,334.45,143,334.45,1,21,334.45
171,1,116.18,148,116.18,1,6,116.18
77,1,1397.08,774,1397.08,1,42,1397.08
157,2,256.7,162,256.7,2,12,128.35
54,2,425.85,168,425.85,2,57,212.925
12,16,2600.41,1617,2600.41,16,122,162.525625
320,1,185.06,104,185.06,1,27,185.06
26,12,2956.95,1456,2956.95,12,31,246.4125
305,1,120.6,72,120.6,1,8,120.6
63,2,832.8,584,832.8,2,16,416.4
254,2,691.6,585,691.6,2,49,345.8
52,2,552.35,283,552.35,2,29,276.175
326,1,202.35000000000002,79,202.35000000000002,1,13,202.35000000000002
253,1,571.76,248,571.76,1,33,571.76
79,2,837.0600000000001,338,837.0600000000001,2,23,418.53000000000003
19,18,13980.83,5863,13980.83,18,265,776.7127777777778
1,7,1614.45,836,1614.45,7,140,230.6357142857143
45,4,1774.16,694,1774.16,4,61,443.54
7,9,2195.14,1224,2195.14,9,124,243.90444444444444
31,1,1331.38,570,1331.38,1,126,1331.38
158,1,13.919999999999998,48,13.919999999999998,1,1,13.919999999999998
2,5,860.11,387,860.11,5,60,172.022
31,2,702.96,498,702.96,2,34,351.48
44,2,605.05,537,605.05,2,62,302.525
10,6,1355.24,722,1355.24,6,39,225.87333333333333
81,1,68.44,1,68.44,1,1,68.44
3,10,2664.69,1126,2664.69,10,79,266.469
99,1,104.10000000000001,50,104.10000000000001,1,5,104.10000000000001
73,3,1404.68,888,1404.68,3,61,468.2266666666667
1,205,152121.22,69709,152121.22,205,1741,742.054731707317
37,4,1021.4,848,1021.4,4,28,255.35
24,4,2845.7000000000003,2212,2845.7000000000003,4,124,711.4250000000001
11,9,1503.77,595,1503.77,9,56,167.08555555555554
67,4,1773.97,1279,1773.97,4,52,443.4925
232,2,1123.75,891,1123.75,2,29,561.875
40,7,4345.66,1876,4345.66,7,64,620.8085714285714
175,1,359.35,129,359.35,1,13,359.35
201,1,629.4,377,629.4,1,40,629.4
29,2,843.74,376,843.74,2,49,421.87
246,2,620.96,248,620.96,2,20,310.48
17,2,359.4,204,359.4,2,2,179.7
32,1,308.2,196,308.2,1,20,308.2
263,1,223.91000000000003,268,223.91000000000003,1,21,223.91000000000003
57,1,612.8100000000001,351,612.8100000000001,1,23,612.8100000000001
106,3,2873.77,1033,2873.77,3,129,957.9233333333333
1,2,666.13,257,666.13,2,29,333.065
79,4,1770.0,600,1770.0,4,1,442.5
14,3,1612.56,1058,1612.56,3,66,537.52
255,1,1065.1200000000001,996,1065.1200000000001,1,16,1065.1200000000001
26,4,4273.79,2189,4273.79,4,129,1068.4475
198,2,2322.43,1369,2322.43,2,71,1161.215
53,2,531.49,384,531.49,2,32,265.745
214,1,182.1,80,182.1,1,7,182.1
37,4,746.56,354,746.56,4,12,186.64
299,1,107.62,46,107.62,1,5,107.62
25,7,3884.42,2049,3884.42,7,110,554.9171428571428
49,1,179.4,156,179.4,1,11,179.4
24,4,758.97,237,758.97,4,37,189.7425
105,4,515.0,250,515.0,4,16,128.75
32,21,9529.86,3622,9529.86,21,141,453.8028571428572
54,3,685.65,790,685.65,3,153,228.54999999999998
339,1,167.27,92,167.27,1,41,167.27
368,1,163.77,74,163.77,1,30,163.77
57,1,1325.0,2500,1325.0,1,4,1325.0
280,1,203.2,63,203.2,1,15,203.2
231,3,458.26,120,458.26,3,26,152.75333333333333
15,13,9365.47,4664,9365.47,13,212,720.4207692307692
175,3,240.21000000000004,79,240.21000000000004,3,9,80.07000000000001
15,7,1651.23,1128,1651.23,7,193,235.89000000000001
23,5,881.24,881,881.24,5,93,176.248
77,5,1518.81,512,1518.81,5,19,303.762
94,1,353.65,130,353.65,1,47,353.65
339,1,906.23,665,906.23,1,13,906.23
45,8,3327.29,732,3327.29,8,54,415.91125
17,1,30.300000000000004,12,30.300000000000004,1,2,30.300000000000004
57,1,192.45,127,192.45,1,15,192.45
361,1,31.93,17,31.93,1,4,31.93
66,5,1190.82,213,1190.82,5,56,238.164
371,1,429.66,209,429.66,1,42,429.66
373,1,150.68,79,150.68,1,24,150.68
59,1,270.8,144,270.8,1,14,270.8
208,1,237.78,125,237.78,1,39,237.78
325,1,183.20000000000002,90,183.20000000000002,1,30,183.20000000000002
24,4,1058.1399999999999,290,1058.1399999999999,4,11,264.53499999999997
12,2,563.1,338,563.1,2,87,281.55
1,7,1387.4499999999998,543,1387.4499999999998,7,4,198.20714285714283
16,6,1704.1100000000001,1119,1704.1100000000001,6,140,284.0183333333334
297,1,342.4,200,342.4,1,18,342.4
248,2,304.17,129,304.17,2,41,152.085
66,1,314.67,191,314.67,1,21,314.67
78,1,210.5,145,210.5,1,27,210.5
199,1,36.13,21,36.13,1,9,36.13
18,5,946.72,568,946.72,5,233,189.344
117,2,442.28999999999996,404,442.28999999999996,2,37,221.14499999999998
291,1,230.4,288,230.4,1,12,230.4
64,2,338.31,94,338.31,2,49,169.155
228,1,129.48000000000002,88,129.48000000000002,1,9,129.48000000000002
30,2,199.10999999999999,70,199.10999999999999,2,44,99.55499999999999
3,6,3127.9700000000003,1631,3127.9700000000003,6,172,521.3283333333334
109,6,1027.03,525,1027.03,6,253,171.17166666666665
2,29,7681.71,4554,7681.71,29,409,264.8865517241379
89,1,277.4,101,277.4,1,47,277.4
116,2,360.0,1500,360.0,2,6,180.0
31,2,416.6,289,416.6,2,17,208.3
9,2,429.78,242,429.78,2,107,214.89
123,10,1610.82,1715,1610.82,10,177,161.082
137,13,2354.97,1584,2354.97,13,158,181.15153846153845
29,4,450.85,167,450.85,4,77,112.7125
3,1,111.25,21,111.25,1,5,111.25
15,1,198.47,111,198.47,1,27,198.47
2,4,826.91,350,826.91,4,154,206.7275
313,1,281.05,113,281.05,1,19,281.05
5,10,5287.64,2157,5287.64,10,264,528.764
3,8,2414.18,1281,2414.18,8,120,301.7725
204,1,617.83,319,617.83,1,72,617.83
11,2,579.89,370,579.89,2,65,289.945
31,6,2129.45,2217,2129.45,6,46,354.9083333333333
4,3,521.78,333,521.78,3,45,173.92666666666665
255,1,365.1,234,365.1,1,10,365.1
16,6,1461.63,853,1461.63,6,19,243.60500000000002
30,10,2449.75,1176,2449.75,10,187,244.975
2,7,8821.55,5291,8821.55,7,39,1260.2214285714285
22,6,3957.04,2335,3957.04,6,231,659.5066666666667
12,2,397.76,298,397.76,2,40,198.88
5,4,579.67,212,579.67,4,119,144.9175
4,47,19960.3,8905,19960.3,47,389,424.6872340425532
177,1,7.49,1,7.49,1,1,7.49
80,1,109.47,91,109.47,1,35,109.47
231,1,179.52,208,179.52,1,4,179.52
99,5,2333.3199999999997,719,2333.3199999999997,5,39,466.66399999999993
15,18,8389.42,2456,8389.42,18,202,466.0788888888889
61,10,2533.37,1213,2533.37,10,139,253.337
4,1,98.7,32,98.7,1,23,98.7
57,2,2349.5,1384,2349.5,2,58,1174.75
15,6,2543.55,2042,2543.55,6,113,423.925
110,3,549.12,225,549.12,3,77,183.04
156,1,113.65,69,113.65,1,6,113.65
79,3,1766.46,726,1766.46,3,38,588.82
12,5,1285.04,591,1285.04,5,52,257.008
12,10,2153.48,995,2153.48,10,210,215.348
3,86,83284.38,51791,83284.38,86,116,968.423023255814
59,4,1597.76,1109,1597.76,4,75,399.44
46,4,1254.41,810,1254.41,4,75,313.6025
46,1,168.73,63,168.73,1,11,168.73
49,2,2118.12,1197,2118.12,2,94,1059.06
54,2,621.54,468,621.54,2,104,310.77
8,3,737.0500000000001,339,737.0500000000001,3,26,245.68333333333337
22,2,473.49,147,473.49,2,27,236.745
115,1,187.52,164,187.52,1,13,187.52
36,5,1744.61,919,1744.61,5,89,348.92199999999997
65,2,817.46,608,817.46,2,31,408.73
128,2,566.89,295,566.89,2,30,283.445
130,2,2428.08,528,2428.08,2,28,1214.04
4,23,8018.77,3885,8018.77,23,58,348.6421739130435
1,8,2871.7400000000002,1115,2871.7400000000002,8,83,358.96750000000003
63,2,546.25,287,546.25,2,31,273.125
3,8,1460.92,616,1460.92,8,58,182.615
304,1,93.35000000000001,43,93.35000000000001,1,6,93.35000000000001
15,2,965.1999999999999,600,965.1999999999999,2,31,482.59999999999997
365,1,347.54,169,347.54,1,9,347.54
200,2,218.53,95,218.53,2,10,109.265
310,2,565.9,236,565.9,2,27,282.95
98,1,318.65,95,318.65,1,19,318.65
8,18,9729.09,7897,9729.09,18,86,540.505
99,2,83.0,28,83.0,2,4,41.5
56,6,1771.04,1154,1771.04,6,60,295.17333333333335
219,2,660.27,254,660.27,2,39,330.135
2,6,2018.6999999999998,254,2018.6999999999998,6,11,336.45
151,4,1160.41,435,1160.41,4,48,290.1025
166,2,554.67,339,554.67,2,26,277.335
66,2,795.98,536,795.98,2,50,397.99
8,4,620.85,187,620.85,4,28,155.2125
215,2,498.15000000000003,127,498.15000000000003,2,18,249.07500000000002
39,2,509.75,91,509.75,2,14,254.875
8,3,1163.39,454,1163.39,3,60,387.7966666666667
247,1,209.4,72,209.4,1,7,209.4
19,2,639.56,436,639.56,2,33,319.78
368,1,191.74,88,191.74,1,14,191.74
84,3,934.19,1145,934.19,3,46,311.3966666666667
58,8,2853.4900000000002,1233,2853.4900000000002,8,107,356.68625000000003
57,3,2456.86,1329,2456.86,3,66,818.9533333333334
112,2,266.63,229,266.63,2,16,133.315
115,9,5496.39,2240,5496.39,9,72,610.71
172,2,449.49,273,449.49,2,25,224.745
155,1,304.97,213,304.97,1,12,304.97
66,1,312.68,240,312.68,1,21,312.68
21,12,3412.78,2208,3412.78,12,56,284.39833333333337
30,1,80.28,88,80.28,1,7,80.28
18,2,824.48,280,824.48,2,20,412.24
17,2,208.3,170,208.3,2,12,104.15
192,1,166.63,41,166.63,1,11,166.63
156,2,823.4,596,823.4,2,34,411.7
29,1,502.52,300,502.52,1,31,502.52
78,1,889.44,438,889.44,1,32,889.44
93,7,1388.47,1197,1388.47,7,44,198.35285714285715
46,5,2121.18,1790,2121.18,5,97,424.236
68,1,304.18,170,304.18,1,17,304.18
15,12,5579.87,2201,5579.87,12,98,464.9891666666667
212,4,1033.81,252,1033.81,4,44,258.4525
92,3,3686.61,2525,3686.61,3,231,1228.8700000000001
59,2,2085.61,795,2085.61,2,56,1042.805
337,1,518.14,290,518.14,1,29,518.14
114,2,1089.44,244,1089.44,2,101,544.72
19,1,383.96999999999997,192,383.96999999999997,1,24,383.96999999999997
205,2,718.04,1074,718.04,2,27,359.02
37,1,204.62,21,204.62,1,4,204.62
31,4,3475.7200000000003,2071,3475.7200000000003,4,91,868.9300000000001
10,3,431.11,223,431.11,3,16,143.70333333333335
24,1,119.92,144,119.92,1,33,119.92
367,1,312.9,74,312.9,1,12,312.9
25,6,1203.53,561,1203.53,6,193,200.58833333333334
9,1,487.75,160,487.75,1,27,487.75
103,1,167.16,140,167.16,1,12,167.16
43,4,1468.82,798,1468.82,4,233,367.205
18,2,569.22,356,569.22,2,58,284.61
42,1,81.15,33,81.15,1,4,81.15
16,7,1494.6,840,1494.6,7,68,213.5142857142857
46,1,345.71,237,345.71,1,23,345.71
303,1,988.0400000000001,448,988.0400000000001,1,52,988.0400000000001
61,1,948.9300000000001,485,948.9300000000001,1,26,948.9300000000001
28,8,5284.97,3478,5284.97,8,154,660.62125
3,3,816.9300000000001,654,816.9300000000001,3,46,272.31
56,2,510.72,144,510.72,2,4,255.36
21,9,2376.102,933,2376.102,9,68,264.0113333333333
183,3,639.93,297,639.93,3,33,213.30999999999997
23,2,283.19,263,283.19,2,19,141.595
110,3,991.7900000000001,501,991.7900000000001,3,22,330.5966666666667
361,1,310.43,233,310.43,1,23,310.43
17,5,1298.99,753,1298.99,5,20,259.798
70,1,834.4399999999999,790,834.4399999999999,1,40,834.4399999999999
99,3,588.05,287,588.05,3,33,196.01666666666665
1,3,937.07,726,937.07,3,40,312.3566666666667
4,14,4811.16,3466,4811.16,14,105,343.6542857142857
68,2,313.7,130,313.7,2,34,156.85
30,3,797.9,589,797.9,3,23,265.96666666666664
44,3,377.71,207,377.71,3,20,125.90333333333332
10,6,1853.7,498,1853.7,6,17,308.95
130,1,549.0500000000001,195,549.0500000000001,1,30,549.0500000000001
75,2,606.4100000000001,450,606.4100000000001,2,23,303.20500000000004
56,3,6001.49,3,6001.49,3,1,2000.4966666666667
26,9,2572.38,2429,2572.38,9,108,285.82
52,3,683.92,428,683.92,3,19,227.97333333333333
59,1,100.4,40,100.4,1,6,100.4
366,1,178.98000000000002,94,178.98000000000002,1,13,178.98000000000002
14,2,845.01,613,845.01,2,46,422.505
1,1,383.07,117,383.07,1,23,383.07
12,1,106.47999999999999,48,106.47999999999999,1,5,106.47999999999999
29,4,1687.49,551,1687.49,4,59,421.8725
254,1,389.49,189,389.49,1,22,389.49
199,1,426.24,190,426.24,1,28,426.24
25,11,5711.9400000000005,3201,5711.9400000000005,11,95,519.2672727272728
284,1,379.7,226,379.7,1,17,379.7
2,4,2062.2,244,2062.2,4,21,515.55
108,10,2965.91,4018,2965.91,10,97,296.591
245,3,662.2,172,662.2,3,12,220.73333333333335
148,3,549.28,291,549.28,3,19,183.09333333333333
32,4,1269.0900000000001,467,1269.0900000000001,4,54,317.27250000000004
64,2,2193.56,1120,2193.56,2,94,1096.78
222,1,160.5,114,160.5,1,9,160.5
257,1,250.26000000000002,190,250.26000000000002,1,14,250.26000000000002
37,1,59.400000000000006,12,59.400000000000006,1,1,59.400000000000006
5,6,690.3000000000001,411,690.3000000000001,6,43,115.05000000000001
10,7,2753.41,1845,2753.41,7,97,393.3442857142857
66,3,1293.72,1510,1293.72,3,56,431.24
58,1,302.04,196,302.04,1,4,302.04
71,1,610.6,358,610.6,1,39,610.6
302,1,280.51,67,280.51,1,14,280.51
38,5,2095.0,1237,2095.0,5,36,419.0
191,1,266.25,112,266.25,1,18,266.25
113,2,620.06,354,620.06,2,10,310.03
47,3,1893.93,1065,1893.93,3,103,631.3100000000001
66,5,2577.54,1403,2577.54,5,122,515.508
276,1,60.0,48,60.0,1,3,60.0
50,10,9839.55,5937,9839.55,10,99,983.9549999999999
57,3,1362.63,908,1362.63,3,73,454.21000000000004
39,3,1136.89,722,1136.89,3,58,378.96333333333337
182,2,787.99,436,787.99,2,46,393.995
32,8,2815.17,1725,2815.17,8,101,351.89625
197,1,71.95,37,71.95,1,4,71.95
50,1,368.75,25,368.75,1,5,368.75
148,4,1182.3799999999999,631,1182.3799999999999,4,50,295.59499999999997
8,20,7377.46,3837,7377.46,20,161,368.873
17,3,1253.18,536,1253.18,3,70,417.7266666666667
16,2,239.87,145,239.87,2,14,119.935
166,1,454.66,178,454.66,1,32,454.66
240,2,1839.52,958,1839.52,2,109,919.76
15,4,732.91,218,732.91,4,36,183.2275
114,3,961.9000000000001,428,961.9000000000001,3,21,320.6333333333334
16,2,816.5600000000001,346,816.5600000000001,2,32,408.28000000000003
36,14,6145.37,2489,6145.37,14,55,438.955
1,10,2146.95,1239,2146.95,10,248,214.695
86,4,1309.01,355,1309.01,4,209,327.2525
235,1,228.96,216,228.96,1,1,228.96
30,3,491.17,256,491.17,3,115,163.72333333333333
61,1,220.44,168,220.44,1,14,220.44
197,4,496.16,458,496.16,4,29,124.04
16,4,1290.03,613,1290.03,4,58,322.5075
124,2,284.4,353,284.4,2,39,142.2
14,7,6211.42,4022,6211.42,7,337,887.3457142857143
206,1,348.59,395,348.59,1,27,348.59
26,3,148.32999999999998,27,148.32999999999998,3,9,49.44333333333333
136,1,24.75,5,24.75,1,1,24.75
43,1,94.92,120,94.92,1,6,94.92
15,3,369.34000000000003,577,369.34000000000003,3,13,123.11333333333334
1,6,1574.51,627,1574.51,6,78,262.41833333333335
94,2,653.3100000000001,619,653.3100000000001,2,33,326.65500000000003
29,8,2553.06,2066,2553.06,8,34,319.1325
9,26,9178.26,2914,9178.26,26,80,353.01
301,1,247.5,178,247.5,1,19,247.5
46,1,233.35,97,233.35,1,15,233.35
290,1,207.04,139,207.04,1,50,207.04
56,6,6650.17,3686,6650.17,6,253,1108.3616666666667
2,12,4659.47,3170,4659.47,12,145,388.2891666666667
8,6,3484.5299999999997,2505,3484.5299999999997,6,5,580.755
4,6,2533.09,1515,2533.09,6,106,422.1816666666667
366,1,308.0,102,308.0,1,15,308.0
201,2,650.16,266,650.16,2,36,325.08
4,2,225.15,29,225.15,2,5,112.575
191,1,93.6,40,93.6,1,5,93.6
136,6,2310.38,2264,2310.38,6,80,385.06333333333333
246,4,797.96,440,797.96,4,49,199.49
114,1,1634.64,1476,1634.64,1,45,1634.64
1,121,55942.74,32784,55942.74,121,594,462.336694214876
19,8,2005.34,1177,2005.34,8,90,250.6675
49,2,492.48,437,492.48,2,25,246.24
313,1,129.75,45,129.75,1,5,129.75
73,9,3961.42,2472,3961.42,9,186,440.15777777777777
112,1,711.18,555,711.18,1,41,711.18
198,3,434.6,188,434.6,3,29,144.86666666666667
337,1,140.22000000000003,74,140.22000000000003,1,8,140.22000000000003
31,7,1439.72,1151,1439.72,7,141,205.67428571428573
