StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Average_Daily_Demand,Maximum_Daily_Demand,Safety_Stock,Reorder_Level,Inventory_Status
21902,"KEY FOB , FRONT  DOOR ",3478,2199.32,272,12.833948339483396,625,6562.5,89.83763837638377,Healthy
21903,MAN FLU METAL SIGN,2308,4511.26,243,9.497942386831276,288,3024.0,66.48559670781893,Healthy
21904,HOUSE WRECKING METAL SIGN ,712,1107.02,125,5.696,144,1512.0,39.872,Healthy
21905,MORE BUTTER METAL SIGN ,863,1336.26,106,8.141509433962264,288,3024.0,56.99056603773585,Healthy
21906,PHARMACIE FIRST AID TIN,1232,8672.74,264,4.666666666666667,464,4872.0,32.66666666666667,Healthy
21907,I'M ON HOLIDAY METAL SIGN,2871,5995.05,416,6.934782608695652,96,1008.0,48.54347826086956,Overstock
21908,CHOCOLATE THIS WAY METAL SIGN,6068,11727.29,527,11.536121673003802,480,5040.0,80.75285171102661,Healthy
21910,WAY OUT METAL SIGN ,1031,1340.43,104,10.009708737864077,288,3024.0,70.06796116504854,Healthy
21911,GARDEN METAL SIGN ,2452,3917.48,322,7.638629283489097,288,3024.0,53.47040498442368,Healthy
21912,VINTAGE SNAKES & LADDERS,2005,7887.04,451,4.445676274944567,216,2268.0,31.11973392461197,Healthy
21913,VINTAGE SEASIDE JIGSAW PUZZLES,757,2857.37,160,4.73125,192,2016.0,33.11875,Healthy
21914,BLUE HARMONICA IN BOX ,5432,7854.54,390,13.928205128205128,286,3003.0,97.4974358974359,Healthy
21915,RED  HARMONICA IN BOX ,16185,18385.97,396,40.9746835443038,1960,20580.0,286.8227848101266,Healthy
21916,SET 12 RETRO WHITE CHALK STICKS,6525,2829.68,370,17.682926829268293,324,3402.0,123.78048780487805,Healthy
21917,SET 12 KIDS  WHITE CHALK STICKS,3901,1643.8,251,15.541832669322709,288,3024.0,108.79282868525897,Healthy
21918,SET 12 KIDS COLOUR  CHALK STICKS,7531,3126.85,439,17.19406392694064,1056,11088.0,120.35844748858447,Healthy
21919,Electronic Talking Breath-A-Loser,6,30.47,5,1.2,2,21.0,8.4,Restock Soon
21922,UNION STRIPE WITH FRINGE  HAMMOCK,551,4329.610000000001,184,3.010928961748634,24,252.0,21.07650273224044,Overstock
21923,RED/CREAM STRIPE FRINGE HAMMOCK,337,2662.64,119,2.831932773109244,16,168.0,19.823529411764707,Overstock
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,315,2486.6600000000003,123,2.5609756097560976,13,136.5,17.926829268292682,Overstock
21925,UNION STRIPE CUSHION COVER ,810,1073.58,103,7.864077669902913,40,420.0,55.04854368932039,Healthy
21926,RED/CREAM STRIPE CUSHION COVER ,595,815.37,87,6.839080459770115,40,420.0,47.87356321839081,Healthy
21927,BLUE/CREAM STRIPE CUSHION COVER ,661,987.09,94,7.031914893617022,40,420.0,49.22340425531915,Healthy
21928,JUMBO BAG SCANDINAVIAN PAISLEY,14275,25878.77,755,18.982712765957448,300,3150.0,132.87898936170214,Overstock
21929,JUMBO BAG PINK VINTAGE PAISLEY,14931,27121.76,774,19.416124837451235,400,4200.0,135.91287386215865,Overstock
21930,JUMBO STORAGE BAG SKULLS,7202,13882.66,642,11.306122448979592,200,2100.0,79.14285714285714,Overstock
21931,JUMBO STORAGE BAG SUKI,15838,31493.71,1179,13.479148936170212,220,2310.0,94.35404255319148,Overstock
21932,SCANDINAVIAN PAISLEY PICNIC BAG,1164,3544.54,209,5.569377990430622,300,3150.0,38.985645933014354,Healthy
21933,PINK VINTAGE PAISLEY PICNIC BAG,1467,4203.97,223,6.57847533632287,300,3150.0,46.04932735426009,Healthy
21934,SKULL SHOULDER BAG,2222,3914.44,326,6.836923076923077,100,1050.0,47.85846153846154,Overstock
21935,SUKI  SHOULDER BAG,3816,7055.2,417,9.173076923076923,200,2100.0,64.21153846153847,Healthy
21936,RED RETROSPOT PICNIC BAG,2713,7988.31,414,6.5690072639225185,103,1081.5,45.98305084745763,Overstock
21936,RED/WHITE SPOT PICNIC BAG,1125,3164.59,111,10.135135135135135,300,3150.0,70.94594594594595,Healthy
21937,STRAWBERRY   PICNIC BAG,2407,7193.110000000001,414,5.814009661835748,300,3150.0,40.69806763285024,Healthy
21942,SKULLS DESIGN FLANNEL,1402,851.49,130,10.868217054263566,576,6048.0,76.07751937984496,Healthy
21943,CAKES AND RABBITS DESIGN FLANNEL ,474,397.98999999999995,101,4.74,48,504.0,33.18,Healthy
21944,KITTENS DESIGN FLANNEL,1460,809.0999999999999,109,13.518518518518519,576,6048.0,94.62962962962963,Healthy
21945,STRAWBERRIES  DESIGN FLANNEL ,1533,972.18,146,10.572413793103449,576,6048.0,74.00689655172414,Healthy
21946,PARTY TIME DESIGN FLANNEL,539,283.62,42,13.146341463414634,240,2520.0,92.02439024390245,Healthy
21947,SET OF 6 HEART CHOPSTICKS,880,1186.94,151,5.827814569536423,84,882.0,40.794701986754966,Healthy
21948,SET OF 6 CAKE CHOPSTICKS,1668,1971.96,123,13.560975609756097,960,10080.0,94.92682926829268,Healthy
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1835,2169.84,136,13.492647058823529,960,10080.0,94.4485294117647,Healthy
21950,SET OF 6 DOTS CHOPSTICKS,211,263.63,18,11.722222222222221,180,1890.0,82.05555555555554,Healthy
21955,  DOORMAT UNION JACK GUNS AND ROSES,177,1193.31,60,2.95,10,105.0,20.650000000000002,Healthy
21955,DOOR MAT UNION JACK GUNS AND ROSES,797,5510.39,226,3.5739910313901344,200,2100.0,25.01793721973094,Healthy
21955,DOORMAT UNION JACK GUNS AND ROSES,966,5677.72,149,6.483221476510067,300,3150.0,45.38255033557047,Healthy
21955,UNION JACK GUNS & ROSES  DOORMAT,765,3987.11,102,7.5,200,2100.0,52.5,Healthy
21967,PACK OF 12 SKULL TISSUES,10627,2896.7499999999995,270,39.35925925925926,5184,54432.0,275.5148148148148,Healthy
21972,SET OF 36 DINOSAUR PAPER DOILIES,720,1061.74,106,6.7924528301886795,60,630.0,47.54716981132076,Healthy
21973,SET OF 36 MUSHROOM PAPER DOILIES,1517,2198.18,181,8.38121546961326,144,1512.0,58.668508287292816,Healthy
21974,SET OF 36 PAISLEY FLOWER DOILIES,4840,7110.7,454,10.66079295154185,288,3024.0,74.62555066079295,Healthy
21975,PACK OF 60 DINOSAUR CAKE CASES,19169,9227.74,714,26.922752808988765,960,10080.0,188.45926966292134,Healthy
21976,PACK OF 60 MUSHROOM CAKE CASES,9546,5035.98,570,16.835978835978835,480,5040.0,117.85185185185185,Healthy
21977,PACK OF 60 PINK PAISLEY CAKE CASES,31805,16187.31,1155,27.75305410122164,960,10080.0,194.27137870855148,Overstock
21980,PACK OF 12 RED RETROSPOT TISSUES ,2140,609.9999999999999,122,17.540983606557376,432,4536.0,122.78688524590163,Healthy
21980,PACK OF 12 RED SPOTTY TISSUES ,22721,5981.8099999999995,271,83.84132841328413,10000,105000.0,586.8892988929889,Healthy
21981,PACK OF 12 WOODLAND TISSUES ,20957,5548.93,298,70.3255033557047,10000,105000.0,492.27852348993287,Healthy
21982,PACK OF 12 SUKI TISSUES ,25198,8280.279999999999,383,66.13648293963254,10000,105000.0,462.95538057742783,Healthy
21983,PACK OF 12 BLUE PAISLEY TISSUES ,3971,1147.05,180,22.06111111111111,432,4536.0,154.42777777777778,Healthy
21984,PACK OF 12 PINK PAISLEY TISSUES ,22029,5958.07,233,94.54506437768241,10000,105000.0,661.8154506437769,Healthy
21985,PACK OF 12 HEARTS DESIGN TISSUES ,16873,6286.05,511,33.21456692913386,5000,52500.0,232.501968503937,Healthy
21986,PACK OF 12 PINK POLKADOT TISSUES,1144,414.33,92,12.434782608695652,96,1008.0,87.04347826086956,Healthy
21986,PACK OF 12 PINK SPOT TISSUES ,8317,3194.19,197,42.21827411167513,2500,26250.0,295.52791878172593,Healthy
21987,PACK OF 6 SKULL PAPER CUPS,4321,2652.46,216,20.09767441860465,648,6804.0,140.68372093023257,Healthy
21988,PACK OF 6 SKULL PAPER PLATES,5533,3985.08,226,24.59111111111111,576,6048.0,172.13777777777779,Healthy
21989,PACK OF 20 SKULL PAPER NAPKINS,6162,4578.73,323,19.077399380804952,576,6048.0,133.54179566563465,Healthy
21990,MODERN FLORAL STATIONERY SET,821,1765.78,144,5.741258741258742,144,1512.0,40.188811188811194,Healthy
21991,BOHEMIAN COLLAGE STATIONERY SET,483,885.25,87,5.551724137931035,144,1512.0,38.862068965517246,Healthy
21992,VINTAGE PAISLEY STATIONERY SET,1522,3504.25,238,6.421940928270042,144,1512.0,44.9535864978903,Healthy
21993,FLORAL FOLK STATIONERY SET,961,1994.3500000000001,167,5.754491017964072,144,1512.0,40.2814371257485,Healthy
22021,BLUE FELT EASTER EGG BASKET,1072,1859.46,163,6.617283950617284,54,567.0,46.32098765432099,Healthy
22023,EMPIRE BIRTHDAY CARD,3822,1562.46,291,13.1340206185567,72,756.0,91.9381443298969,Overstock
22024,RAINY LADIES BIRTHDAY CARD,3048,1261.02,234,13.025641025641026,96,1008.0,91.17948717948718,Overstock
22025,RING OF ROSES BIRTHDAY CARD,2152,889.88,160,13.45,216,2268.0,94.14999999999999,Healthy
22026,BANQUET BIRTHDAY  CARD  ,2410,1016.32,209,11.5311004784689,72,756.0,80.7177033492823,Overstock
22027,TEA PARTY BIRTHDAY CARD,7019,2973.16,494,14.208502024291498,288,3024.0,99.45951417004048,Overstock
22028,PENNY FARTHING BIRTHDAY CARD,3342,1379.51,251,13.368,120,1260.0,93.57600000000001,Overstock
22029,SPACE BOY BIRTHDAY CARD,823,349.12,67,12.283582089552239,72,756.0,85.98507462686567,Healthy
22029,SPACEBOY BIRTHDAY CARD,8815,3628.96,522,16.919385796545107,288,3024.0,118.43570057581576,Overstock
22030,SWALLOWS GREETING CARD,7340,3015.39,418,17.559808612440193,720,7560.0,122.91866028708135,Healthy
22031,BOTANICAL LAVENDER BIRTHDAY CARD,633,273.44,63,10.047619047619047,24,252.0,70.33333333333333,Overstock
22032,BOTANICAL LILY GREETING CARD,553,236.14,51,10.843137254901961,24,252.0,75.90196078431373,Overstock
22033,BOTANICAL ROSE GREETING CARD,1266,539.98,106,11.943396226415095,72,756.0,83.60377358490567,Healthy
22034,ROBIN CHRISTMAS CARD,1610,669.73,91,17.692307692307693,144,1512.0,123.84615384615385,Healthy
22035,VINTAGE CARAVAN GREETING CARD ,2645,1120.66,226,11.70353982300885,72,756.0,81.92477876106194,Overstock
22036,DINOSAUR BIRTHDAY CARD,1649,695.11,135,12.214814814814815,72,756.0,85.5037037037037,Overstock
22037,ROBOT BIRTHDAY CARD,3215,1380.76,292,11.01027397260274,72,756.0,77.07191780821918,Overstock
22038,BOTANICAL LAVENDER GIFT WRAP ,675,281.5,26,25.96153846153846,50,525.0,181.73076923076923,Healthy
22039,BOTANICAL LILY GIFT WRAP,600,248.0,23,26.08695652173913,50,525.0,182.6086956521739,Healthy
22040,BOTANICAL ROSE GIFT WRAP,2090,839.8,66,31.666666666666668,400,4200.0,221.66666666666669,Healthy
22041,"RECORD FRAME 7"" SINGLE SIZE ",3487,8016.900000000001,211,16.68421052631579,240,2520.0,116.78947368421053,Healthy
22042,CHRISTMAS CARD SINGING ANGEL,1406,487.19,98,14.346938775510203,72,756.0,100.42857142857142,Healthy
22043,CHRISTMAS CARD SCREEN PRINT ,984,325.38,65,15.138461538461538,48,504.0,105.96923076923076,Healthy
22044,CHRISTMAS CARD STACK OF PRESENTS,1184,379.04,57,20.771929824561404,144,1512.0,145.40350877192984,Healthy
22045,SPACE BOY GIFT WRAP,775,325.5,27,28.703703703703702,75,787.5,200.92592592592592,Healthy
22045,SPACEBOY GIFT WRAP,7340,3024.8,242,30.456431535269708,500,5250.0,213.19502074688796,Healthy
22046,TEA PARTY  WRAPPING PAPER ,4125,1684.5,133,31.015037593984964,200,2100.0,217.10526315789474,Healthy
22047,EMPIRE GIFT WRAP,4875,1977.5,155,31.451612903225808,450,4725.0,220.16129032258067,Healthy
22048,BIRTHDAY BANQUET GIFT WRAP,1865,783.3,71,26.267605633802816,75,787.5,183.8732394366197,Overstock
22049,WRAP CHRISTMAS SCREEN PRINT,2525,755.75,83,30.42168674698795,200,2100.0,212.95180722891567,Healthy
22050,PINK PAISLEY ROSE GIFT WRAP,2100,866.0,76,27.63157894736842,200,2100.0,193.42105263157896,Healthy
22051,BLUE SCANDINAVIAN PAISLEY WRAP,2225,918.5,78,28.525641025641026,200,2100.0,199.67948717948718,Healthy
22052,VINTAGE CARAVAN GIFT WRAP,2950,1219.0,104,28.365384615384617,200,2100.0,198.55769230769232,Healthy
22053,EMPIRE DESIGN ROSETTE,307,414.46999999999997,59,5.203389830508475,20,210.0,36.42372881355932,Healthy
22054,MINI CAKE STAND HANGING HEARTS,361,655.01,74,4.878378378378378,32,336.0,34.148648648648646,Healthy
22055,MINI CAKE STAND  HANGING STRAWBERY,3550,6096.0,504,7.0858283433133735,160,1680.0,49.600798403193615,Overstock
22056,CERAMIC PLATE LOVE HEART DESIGN,607,656.87,34,17.852941176470587,240,2520.0,124.97058823529412,Healthy
22057,CERAMIC PLATE STRAWBERRY DESIGN,2492,3367.65,201,12.46,240,2520.0,87.22,Healthy
22058,CERAMIC LOVE HEARTS DESIGN MUG,520,795.72,103,5.048543689320389,30,315.0,35.33980582524272,Healthy
22059,CERAMIC STRAWBERRY DESIGN MUG,923,1324.25,79,11.833333333333334,240,2520.0,82.83333333333334,Healthy
22059,CERAMIC STRWBERRY DESIGN MUG,2347,3393.1,215,10.916279069767441,480,5040.0,76.41395348837209,Healthy
22060,LARGE CAKE STAND HANGING HEARTS,504,4600.26,125,4.032,96,1008.0,28.224,Healthy
22061,LARGE CAKE STAND  HANGING STRAWBERY,1603,15042.61,379,4.229551451187335,120,1260.0,29.60686015831135,Healthy
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,178,570.2900000000001,53,3.358490566037736,36,378.0,23.50943396226415,Healthy
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1732,5024.01,237,7.30801687763713,144,1512.0,51.15611814345991,Healthy
22064,PINK DOUGHNUT TRINKET POT ,4950,8190.8099999999995,465,10.668103448275861,336,3528.0,74.67672413793103,Healthy
22065,CHRISTMAS PUDDING TRINKET POT ,2009,2995.71,231,8.696969696969697,96,1008.0,60.87878787878788,Healthy
22066,LOVE HEART TRINKET POT,1196,1684.35,138,8.666666666666666,192,2016.0,60.666666666666664,Healthy
22067,CHOC TRUFFLE GOLD TRINKET POT ,1479,2436.92,186,7.951612903225806,216,2268.0,55.66129032258064,Healthy
22068, BLACK PIRATE TREASURE CHEST,55,108.48,22,2.5,10,105.0,17.5,Healthy
22068,BLACK PIRATE TREASURE CHEST,543,1050.99,120,4.563025210084033,60,630.0,31.941176470588232,Healthy
22069, BROWN  PIRATE TREASURE CHEST ,59,138.22,23,2.5652173913043477,12,126.0,17.956521739130434,Healthy
22069,BROWN  PIRATE TREASURE CHEST ,511,1090.06,107,4.820754716981132,48,504.0,33.74528301886792,Healthy
22070,SMALL RED RETROSPOT MUG IN BOX ,576,2157.3,124,4.645161290322581,36,378.0,32.516129032258064,Healthy
22070,SMALL RETRO SPOT MUG IN BOX  RED,324,1238.54,84,3.857142857142857,12,126.0,27.0,Overstock
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,383,1426.13,81,4.728395061728395,72,756.0,33.098765432098766,Healthy
22071,SMALL WHITE RETROSPOT MUG IN BOX ,434,1609.32,96,4.520833333333333,36,378.0,31.645833333333332,Healthy
22072,RED RETROSPOT TEA CUP AND SAUCER ,915,3771.0,222,4.14027149321267,40,420.0,28.98190045248869,Overstock
22072,TEA CUP AND SAUCER RETRO SPOT,700,2866.34,137,5.109489051094891,192,2016.0,35.76642335766424,Healthy
22073,RED RETROSPOT STORAGE JAR,1097,4397.7,254,4.318897637795276,32,336.0,30.232283464566933,Overstock
22073,RETRO SPOT STORAGE JAR,729,2853.29,155,4.703225806451613,48,504.0,32.92258064516129,Healthy
22074,6 RIBBONS SHIMMERING PINKS ,759,984.92,92,8.25,144,1512.0,57.75,Healthy
22075,6 RIBBONS ELEGANT CHRISTMAS ,1582,2616.3,176,8.988636363636363,144,1512.0,62.92045454545455,Healthy
22076,6 RIBBONS EMPIRE  ,1117,1867.95,160,6.98125,144,1512.0,48.86875,Healthy
22077,6 RIBBONS RUSTIC CHARM,8354,14955.42,836,10.028811524609845,144,1512.0,70.2016806722689,Overstock
22078,RIBBON REEL LACE DESIGN ,2646,5596.05,296,8.93918918918919,300,3150.0,62.57432432432432,Healthy
22079,RIBBON REEL HEARTS DESIGN ,3157,5184.85,369,8.578804347826088,120,1260.0,60.051630434782616,Overstock
22080,RIBBON REEL POLKADOTS ,530,947.07,97,5.463917525773196,20,210.0,38.24742268041237,Overstock
22080,RIBBON REEL SPOTS DESIGN ,2211,3668.58,277,7.981949458483754,120,1260.0,55.87364620938628,Healthy
22081,RIBBON REEL FLORA + FAUNA ,929,1629.01,174,5.339080459770115,30,315.0,37.37356321839081,Overstock
22082,RIBBON REEL STRIPES DESIGN ,4747,7842.89,578,8.241319444444445,120,1260.0,57.689236111111114,Overstock
22083,PAPER CHAIN KIT RETRO SPOT,7579,21151.79,591,12.845762711864406,480,5040.0,89.92033898305084,Healthy
22083,PAPER CHAIN KIT RETROSPOT,1766,6052.9800000000005,236,7.514893617021277,120,1260.0,52.60425531914893,Healthy
22084,PAPER CHAIN KIT EMPIRE,3689,10354.460000000001,389,9.507731958762887,200,2100.0,66.55412371134021,Healthy
22085,PAPER CHAIN KIT SKULLS ,1997,5337.53,135,14.792592592592593,400,4200.0,103.54814814814814,Healthy
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,17205,58127.3,957,18.16789862724393,835,8767.5,127.1752903907075,Healthy
22087,PAPER BUNTING WHITE LACE,4431,13634.54,531,8.376181474480152,80,840.0,58.63327032136107,Overstock
22088,PAPER BUNTING COLOURED LACE,2514,7442.39,387,6.496124031007752,120,1260.0,45.47286821705426,Healthy
22089,PAPER BUNTING VINTAGE PAISLEY,2091,5872.4800000000005,283,7.4412811387900355,200,2100.0,52.08896797153025,Healthy
22090,PAPER BUNTING RETRO SPOTS,8292,24933.940000000002,783,10.63076923076923,400,4200.0,74.41538461538461,Healthy
22090,PAPER BUNTING RETROSPOT,944,3004.6000000000004,134,7.044776119402985,40,420.0,49.3134328358209,Overstock
22091,EMPIRE TISSUE BOX,1208,1478.32,164,7.365853658536586,144,1512.0,51.5609756097561,Healthy
22092,BLUE PAISLEY TISSUE BOX,289,304.01,53,5.452830188679245,36,378.0,38.16981132075472,Healthy
22093,MOTORING TISSUE BOX,537,635.25,120,4.475,36,378.0,31.324999999999996,Healthy
22094,RED POLKA DOT TISSUE BOX,1003,1224.89,107,9.373831775700934,504,5292.0,65.61682242990653,Healthy
22094,RED RETROSPOT TISSUE BOX,423,335.43,39,10.846153846153847,36,378.0,75.92307692307693,Healthy
22095,LADS ONLY TISSUE BOX,1725,2022.21,160,10.78125,252,2646.0,75.46875,Healthy
22096,PINK PAISLEY SQUARE TISSUE BOX ,305,362.28999999999996,67,4.552238805970149,36,378.0,31.865671641791046,Healthy
22097,SWALLOW SQUARE TISSUE BOX,485,571.87,102,4.754901960784314,36,378.0,33.28431372549019,Healthy
22098,BOUDOIR SQUARE TISSUE BOX,902,996.8199999999999,148,6.094594594594595,72,756.0,42.66216216216216,Healthy
22099,CARAVAN SQUARE TISSUE BOX,704,813.64,144,4.888888888888889,36,378.0,34.22222222222223,Healthy
22100,SKULLS SQUARE TISSUE BOX,261,374.73,78,3.3461538461538463,24,252.0,23.423076923076923,Healthy
22101,MIRROR MOSAIC VOTIVE HOLDER,496,794.11,51,9.72549019607843,145,1522.5,68.07843137254902,Healthy
22102,MIRROR MOSAIC T-LIGHT HOLDER ,220,359.85,28,7.857142857142857,36,378.0,55.0,Healthy
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,498,852.4,45,11.066666666666666,84,882.0,77.46666666666667,Healthy
22104,MIRROR MOSAIC CANDLE PLATE,903,631.01,42,21.5,480,5040.0,150.5,Healthy
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,119,451.09000000000003,23,5.173913043478261,24,252.0,36.21739130434783,Healthy
22106,MIRROR MOSAIC HURRICANE LAMP ,166,721.96,36,4.611111111111111,24,252.0,32.27777777777777,Healthy
22107,PIZZA PLATE IN BOX,684,2884.45,208,3.3365853658536584,48,504.0,23.35609756097561,Healthy
22108,PING! MICROWAVE PLATE,168,587.17,70,2.4,16,168.0,16.8,Healthy
22109,FULL ENGLISH BREAKFAST PLATE,1791,7276.53,367,4.89344262295082,96,1008.0,34.25409836065574,Healthy
22110,BIRD HOUSE HOT WATER BOTTLE,1554,4294.7300000000005,256,6.094117647058823,180,1890.0,42.65882352941176,Healthy
22111,SCOTTIE DOG HOT WATER BOTTLE,5508,27481.47,994,5.597560975609756,120,1260.0,39.1829268292683,Overstock
22112,CHOCOLATE HOT WATER BOTTLE,5515,27817.74,928,5.9686147186147185,144,1512.0,41.78030303030303,Overstock
22113,GREY HEART HOT WATER BOTTLE,2800,10268.19,482,5.8212058212058215,37,388.5,40.74844074844075,Overstock
22114,HOT WATER BOTTLE TEA AND SYMPATHY,6680,30388.910000000003,1016,6.594274432379072,96,1008.0,46.1599210266535,Overstock
22115,METAL SIGN EMPIRE TEA,1361,3756.86,280,4.860714285714286,288,3024.0,34.025,Healthy
22116,METAL SIGN HIS DINNER IS SERVED,260,524.78,54,4.814814814814815,96,1008.0,33.7037037037037,Healthy
22117,METAL SIGN HER DINNER IS SERVED ,449,1326.0400000000002,139,3.2302158273381294,48,504.0,22.611510791366907,Healthy
22118,JOY WOODEN BLOCK LETTERS,586,3058.64,192,3.0520833333333335,180,1890.0,21.364583333333336,Healthy
22119, PEACE WOODEN BLOCK LETTERS,137,952.74,49,2.795918367346939,12,126.0,19.571428571428573,Healthy
22119,PEACE WOODEN BLOCK LETTERS,442,3050.86,196,2.2551020408163267,24,252.0,15.785714285714286,Healthy
22120,WELCOME  WOODEN BLOCK LETTERS,503,5157.13,183,2.748633879781421,18,189.0,19.240437158469945,Overstock
22121,NOEL WOODEN BLOCK LETTERS ,1177,7323.030000000001,326,3.6104294478527605,180,1890.0,25.273006134969325,Healthy
22122,SET OF 2 FANCY FONT TEA TOWELS,1095,3290.0800000000004,191,5.732984293193717,160,1680.0,40.13089005235602,Healthy
22123,PING MICROWAVE APRON,152,660.62,47,3.234042553191489,36,378.0,22.638297872340424,Healthy
22124,SET OF 2 TEA TOWELS PING MICROWAVE,153,455.81000000000006,58,2.6379310344827585,24,252.0,18.46551724137931,Healthy
22125,UNION JACK HOT WATER BOTTLE ,640,3949.23,180,3.5555555555555554,31,325.5,24.888888888888886,Healthy
22127,PARTY CONES CARNIVAL ASSORTED,3088,3678.23,135,22.874074074074073,600,6300.0,160.1185185185185,Healthy
22128,PARTY CONES CANDY ASSORTED,2245,2737.06,123,18.252032520325205,300,3150.0,127.76422764227644,Healthy
22129,PARTY CONES CANDY TREE DECORATION,2064,1873.8,75,27.52,288,3024.0,192.64,Healthy
22130,PARTY CONE CHRISTMAS DECORATION ,7641,8579.49,336,22.8089552238806,1116,11718.0,159.6626865671642,Healthy
22131,FOOD CONTAINER SET 3 LOVE HEART ,3273,6108.55,415,7.905797101449275,288,3024.0,55.34057971014493,Healthy
22132,RED LOVE HEART SHAPE CUP,2319,2069.08,241,9.622406639004149,192,2016.0,67.35684647302904,Healthy
22133,PINK LOVE HEART SHAPE CUP,1692,1533.3799999999999,204,8.376237623762377,192,2016.0,58.633663366336634,Healthy
22134,LADLE LOVE HEART RED ,1484,638.15,143,10.377622377622378,288,3024.0,72.64335664335665,Healthy
22135,LADLE LOVE HEART PINK,1094,507.05,150,7.293333333333333,288,3024.0,51.05333333333333,Healthy
22136,LOVE HEART SOCK HANGER,1617,2661.39,187,8.647058823529411,96,1008.0,60.52941176470588,Healthy
22137,BATHROOM SET LOVE HEART DESIGN,525,1273.25,30,17.5,432,4536.0,122.5,Healthy
22138,BAKING SET 9 PIECE RETROSPOT ,4429,21696.74,980,4.551901336073998,324,3402.0,31.863309352517987,Healthy
22139,11 PC CERAMIC TEA SET POLKADOT,3,14.85,1,3.0,3,31.5,21.0,Restock Soon
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,4438,21301.04,771,5.763636363636364,144,1512.0,40.345454545454544,Overstock
22139,RETROSPOT TEA SET CERAMIC 11 PC ,1690,8901.460000000001,366,4.642857142857143,48,504.0,32.5,Overstock
